Target,Year,Uniprot,ProteinName,Resolution,pIC50,Unit,Molecule ID
1m2x,2003,O08498,CLASS B CARBAPENEMASE BLAB-1,1.50,4.15,Ki=70uM,MCO
1oss,2003,P00775,TRYPSIN,1.93,4.79,Ki=16.4uM,BEN
1o32,2003,P00760,TRYPSIN BETA,1.78,5.74,Ki=1.8uM,801
1o33,2003,P00760,TRYPSIN BETA,1.46,5.74,Ki=1.8uM,801
1lqe,2003,P00760,TRYPSIN,2.20,5.82,Ki=1507nM,IMA
1mkd,2003,Q08499,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",2.90,6.8,IC50=160nM,ZAR
1q72,2003,1q72,"ANTIBODY FAB M82G2, LIGHT CHAIN",1.70,6.85,Kd=0.14uM,COC
1h1d,2003,P22734,CATECHOL O-METHYLTRANSFERASE,2.00,8.22,Ki=6.0nM,BIA
1o2v,2003,P00760,TRYPSIN BETA,1.50,5.85,Ki=1.4uM,847
1o2w,2003,P00760,TRYPSIN BETA,1.38,5.85,Ki=1.4uM,847
1mn9,2003,P22887,NUCLEOSIDE DIPHOSPHATE KINASE,2.90,4.62,Kd=24uM,RTP
1nfs,2003,Q46822,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE,1.96,9.92,Kd<0.12nM,DED
1g74,2003,P04117,ADIPOCYTE LIPID-BINDING PROTEIN,1.70,6.52,Kd=0.30uM,OLA
1q54,2003,Q46822,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE,1.93,5.85,Ki=1.4uM,BHI
1m7i,2003,A2NHM3,ANTIBODY FAB FRAGMENT,2.50,5.4,Kd=4.0uM,5-mer
1om9,2003,Q9UJY5,ADP-RIBOSYLATION FACTOR BINDING PROTEIN GGA1,2.50,4.15,Kd=70uM,15-mer
1pz5,2003,A2NHM3,ANTIBODY FAB FRAGMENT,1.80,5.4,Kd=4uM,8-mer
1m7d,2003,A2NHM3,ANTIBODY FAB FRAGMENT,2.30,6.23,Kd=0.59uM,3-mer
1n0s,2003,P09464,BILIN-BINDING PROTEIN,2.00,7.45,Kd=35.2nM,FLU
1lnm,2003,P09464,"BILIN-BINDING PROTEIN, DIGA16",1.90,8.7,Kd=2.0nM,DTX
1gwm,2003,Q9C171,NON-CATALYTIC PROTEIN 1,1.15,4.1,Kd=80uM,6-mer
1mcz,2003,P20906,BENZOYLFORMATE DECARBOXYLASE,2.80,3.0,Ki=1mM,RMN
1nxy,2003,P62593,BETA-LACTAMASE TEM,1.60,7.19,Ki=64nM,SM2
1ugw,2003,P18670,AGGLUTININ ALPHA CHAIN,1.70,3.09,Kd=0.82mM,GAL
1nym,2003,P62593,BETA-LACTAMASE TEM,1.20,5.4,Ki=4.0uM,CXB
1nq0,2003,P10828,THYROID HORMONE RECEPTOR BETA-1,2.40,10.32,IC50=0.048nM,4HY
1oko,2003,Q05097,PA-I GALACTOPHILIC LECTIN,1.60,4.54,Kd=29uM,GLB
1n46,2003,P10828,THYROID HORMONE RECEPTOR BETA-1,2.20,10.52,Ki=0.03nM,PFA
1o5p,2003,P0A3R9,NEOCARZINOSTATIN,NMR,10.0,Kd=0.1nM,CHR
1owe,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,1.60,6.2,Ki=631nM,675
1o3p,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,1.81,6.66,Ki=0.22uM,655
1owj,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,3.10,7.32,Ki=48.0nM,155
1owh,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,1.61,7.4,Ki=40nM,239
1ocn,2003,Q9C1S9,CELLOBIOHYDROLASE II,1.31,6.39,Ki=412nM,2-mer
1n3z,2003,P00669,SEMINAL RIBONUCLEASE,1.65,4.2,Ki=63.2uM,U3P
1o79,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,6.39,IC50=406nM,R23
1n1t,2003,O44049,NEURAMINIDASE (SIALIDASE),1.60,3.85,Ki=140uM,DAN
1h3c,2003,P33247,SQUALENE-HOPENE CYCLASE,2.90,6.51,IC50=306nM,R79
1h3a,2003,P33247,SQUALENE-HOPENE CYCLASE,2.85,6.55,IC50=281nM,R04
1o6h,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,6.73,IC50=186nM,W37
1h3b,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,6.85,IC50=141nM,R46
1o6r,2003,P33247,SQUALENE-HOPENE CYCLASE,2.70,7.1,IC50=80nM,R19
1gsz,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,7.21,IC50=61nM,R71
1h37,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,7.23,IC50=59nM,R02
1h35,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,7.54,IC50=29nM,R01
1o6q,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,7.64,IC50=23nM,R17
1h36,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,7.74,IC50=18nM,R88
1owi,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,2.93,7.55,Ki=28.0nM,426
1owk,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,2.80,7.63,Ki=23.5nM,303
1h39,2003,P33247,SQUALENE-HOPENE CYCLASE,2.80,6.54,IC50=289nM,R03
1n1v,2003,O44049,SIALIDASE,2.10,3.85,Ki=140uM,DAN
1nax,2003,P10828,THYROID HORMONE RECEPTOR BETA-1,2.70,6.43,Ki=0.37uM,IH5
1ms0,2003,Q26964,TRANS-SIALIDASE,2.50,2.91,Ki=1.23mM,DAN
1orw,2003,P22411,DIPEPTIDYL PEPTIDASE 4,2.84,7.6,Ki=25.1nM,2-mer
1nz7,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.40,7.12,Ki=0.076uM,901
1ph0,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.20,6.92,Ki=120nM,418
1npv,2003,P03368,POL POLYPROTEIN,2.00,8.24,IC50=5.7nM,L27
1ony,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.15,6.77,Ki=0.17uM,588
1nl9,2003,P18031,PROTEIN-TYROSINE PHOSPHATASE,2.40,5.96,Ki=1.1uM,989
1pyn,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.20,5.49,Ki=3.2uM,941
1q1m,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.60,5.16,Ki=6.9uM,234
1onz,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.40,5.1,Kd=8uM,968
1qxk,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.30,5.05,Ki=9.0uM,429
1ny0,2003,P62593,BETA-LACTAMASE TEM,1.75,5.85,Ki=1.4uM,NBF
1nwl,2003,P18031,PROTEIN-TYROSINE PHOSPHATASE 1B,2.40,2.39,Ki=4.1mM,964
1n8v,2003,Q9NG96,CHEMOSENSORY PROTEIN,1.39,6.03,Kd=0.93uM,BDD
1lf9,2003,O85672,GLUCOAMYLASE,2.20,12.0,Ki=1pM,ACR
1n8u,2003,Q9NG96,CHEMOSENSORY PROTEIN,1.80,6.03,Kd=0.93uM,BDD
1pqc,2003,P55055,OXYSTEROLS RECEPTOR LXR-BETA,2.80,7.0,IC50=0.1uM,444
1pq6,2003,P55055,OXYSTEROLS RECEPTOR LXR-BETA,2.40,8.1,IC50=7.94nM,965
1r0x,2003,P26361,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE,2.20,3.83,Kd=149uM,ATP
1r10,2003,P26361,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE,3.00,3.83,Kd=149uM,ATP
1ong,2003,P14557,BETA-LACTAMASE SHV-1,1.10,8.05,IC50=9nM,WY4
1mxo,2003,P00811,BETA-LACTAMASE,1.83,9.0,Ki=1nM,SM2
1my8,2003,P00811,BETA-LACTAMASE,1.72,7.46,Ki=35nM,SM3
1k1y,2003,O32462,4-ALPHA-GLUCANOTRANSFERASE,2.40,3.22,Ki=0.6mM,ACR
1nms,2003,P42574,CASPASE-3,1.70,6.7,Ki=0.2uM,161
1mf4,2003,P60045,PHOSPHOLIPASE A2,1.90,7.99,Ki=10.2nM,5-mer
1ndz,2003,P56658,ADENOSINE DEAMINASE,2.00,8.11,Ki=7.7nM,FR5
1q6n,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.10,7.64,IC50=0.023uM,P90
1ndy,2003,P56658,ADENOSINE DEAMINASE,2.00,6.17,Ki=680nM,FR3
1ndw,2003,P56658,ADENOSINE DEAMINASE,2.00,5.23,Ki=5900nM,FR2
1mm6,2003,P19491,GLUTAMATE RECEPTOR 2,2.15,7.7,IC50=20nM,QUS
1lq2,2003,Q9XEI3,BETA-D-GLUCAN GLUCOHYDROLASE ISOENZYME EXO1,2.70,8.77,Ki=1.7nM,IDD
1mm7,2003,P19491,GLUTAMATE RECEPTOR 2,1.65,7.7,IC50=20nM,QUS
1my2,2003,P19491,GLUTAMATE RECEPTOR 2,1.80,7.77,Ki=17nM,AMQ
1j36,2003,Q10714,ANGIOTENSIN-CONVERTING ENZYME,2.40,7.74,Ki=18nM,LPR
1j37,2003,Q10714,ANGIOTENSIN-CONVERTING ENZYME,2.40,8.96,Ki=1.1nM,X8Z
1pcg,2003,P03372,ESTROGEN RECEPTOR,2.70,7.6,Ki=25nM,9-mer
1uom,2003,P03372,ESTROGEN RECEPTOR,2.28,7.72,IC50=19nM,PTI
1ogz,2003,P00947,STEROID DELTA-ISOMERASE,2.30,5.85,Kd=1.4uM,EQU
1q8u,2003,P00517,CAMP-DEPENDENT PROTEIN KINASE,1.90,5.96,Kd=1.1uM,H52
1j1a,2003,P14555,PHOSPHOLIPASE A2,2.20,7.54,IC50=0.029uM,BHP
1oz0,2003,P31335,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH,2.50,7.7,Kd=20nM,MS1
1q8w,2003,P00517,CAMP-DEPENDENT PROTEIN KINASE,2.20,5.24,Kd=5.7uM,M77
1n3i,2003,P0A538,PURINE NUCLEOSIDE PHOSPHORYLASE,1.90,8.89,Ki=1.3nM,DIH
1pun,2003,P08337,MUTATOR MUTT PROTEIN,NMR,7.28,Kd=52nM,8OG
1ppx,2003,P08337,MUTATOR MUTT PROTEIN,NMR,7.28,Kd=52nM,8OG
1pus,2003,P08337,MUTATOR MUTT PROTEIN,NMR,7.28,Kd=52nM,8OG
1puq,2003,P08337,MUTATOR MUTT PROTEIN,NMR,7.28,Kd=52nM,8OG
1ow4,2003,Q8MTC1,PHEROMONE BINDING PROTEIN,1.60,5.68,Kd=2.1uM,2AN
1p28,2003,Q8MTC1,PHEROMONE BINDING PROTEIN,1.70,5.42,Kd=3.8uM,HBS/HBR
1r0p,2003,P08581,HEPATOCYTE GROWTH FACTOR RECEPTOR,1.80,8.0,Kd=10nM,KSA
1njf,2003,P06710,"DNA POLYMERASE III, GAMMA SUBUNIT",2.30,6.21,Kd=0.62uM,AGS
1o86,2003,P22966,ANGIOTENSIN-CONVERTING ENZYME,2.00,9.57,Ki=0.27nM,LPR
1r2b,2003,P41182,B-CELL LYMPHOMA 6 PROTEIN,2.20,4.94,Kd=11.4uM,17-mer
1q8t,2003,P00517,CAMP-DEPENDENT PROTEIN KINASE,2.00,4.76,Kd=17.5uM,Y27
1m9n,2003,P31335,AICAR TRANSFORMYLASE-IMP CYCLOHYDROLASE,1.93,6.92,Ki=0.12uM,XMP
1mqi,2003,P19491,GLUTAMATE RECEPTOR 2,1.35,7.63,IC50=23.53nM,FWD
1n1g,2003,P90551,GLYCEROL-3-PHOSPHATE DEHYDROGENASE,2.50,2.3,IC50~5mM,BCP
1owd,2003,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,2.32,8.2,Ki=6.3nM,497
1nhz,2003,P04150,GLUCOCORTICOID RECEPTOR,2.30,6.08,Ki=0.84uM,486
1p93,2003,P04150,GLUCOCORTICOID RECEPTOR,2.70,7.72,Kd=19nM,DEX
1p1q,2003,P19491,GLUTAMATE RECEPTOR 2,2.00,4.89,Kd=12.8uM,AMQ
1n0t,2003,P19491,GLUTAMATE RECEPTOR 2,2.10,4.91,IC50=12.2uM,AT1
1mqj,2003,P19491,GLUTAMATE RECEPTOR 2,1.65,5.32,IC50=4.76uM,HWD
1mxu,2003,P19491,GLUTAMATE RECEPTOR 2,1.80,5.4,IC50=4.0uM,BWD
1my3,2003,P19491,GLUTAMATE RECEPTOR 2,1.75,5.4,IC50=4.0uM,BWD
1nnk,2003,P19491,GLUTAMATE RECEPTOR 2,1.85,5.46,IC50=3.5uM,CE2
1p1o,2003,P19491,GLUTAMATE RECEPTOR 2,1.60,5.76,Kd=1.74uM,QUS
1m51,2003,P35558,PHOSPHOENOLPYRUVATE CARBOXYKINASE,2.25,4.73,IC50=18.8uM,TSX
1nhx,2003,P35558,PHOSPHOENOLPYRUVATE CARBOXYKINASE,2.10,5.68,IC50=2.11uM,FTB
1o0h,2003,P61823,RIBONUCLEASE A,1.20,5.92,Ki=1.2uM,ADP
1o0f,2003,P61823,RIBONUCLEASE,1.50,5.3,Ki=5uM,A3P
1mqg,2003,P19491,GLUTAMATE RECEPTOR 2,2.15,6.28,IC50=0.52uM,IWD
1onh,2003,Q59401,BETA-LACTAMASE,1.38,8.21,IC50=6.2nM,WY4
1o0m,2003,P61823,RIBONUCLEASE,1.50,5.15,Ki=7.1uM,U2P
1o0o,2003,P61823,RIBONUCLEASE,1.20,5.1,Ki=8uM,A2P
1mqh,2003,P19491,GLUTAMATE RECEPTOR 2,1.80,6.52,IC50=0.30uM,BWD
1jn4,2003,P61823,RIBONUCLEASE A,1.80,4.95,Ki=11.3uM,139
1ms7,2003,P19491,GLUTAMATE RECEPTOR 2,1.97,6.77,IC50=0.17uM,SHI
1mqd,2003,P19491,GLUTAMATE RECEPTOR 2,1.46,6.77,IC50=0.17uM,SHI
1p1n,2003,P19491,GLUTAMATE RECEPTOR 2,1.60,6.8,Kd=0.16uM,KAI
1o0n,2003,P61823,RIBONUCLEASE,1.50,4.09,Ki=82uM,U3P
1my4,2003,P19491,GLUTAMATE RECEPTOR 2,1.90,6.98,Ki=105nM,IWD
1ndv,2003,P56658,ADENOSINE DEAMINASE,2.30,5.92,Ki=1200nM,FR0
1kwr,2003,P00918,CARBONIC ANHYDRASE 2,2.25,6.6,IC50=0.25uM,SG2
1nny,2003,P18031,PROTEIN-TYROSINE PHOSPHATASE 1B,2.40,7.66,Ki=22nM,515
1q6m,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.20,7.89,IC50=0.013uM,P27
1pxk,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.80,5.66,IC50=2.2uM,CK3
1h25,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.50,5.74,Kd=1.8uM,11-mer
1pxl,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.50,6.05,IC50=0.9uM,CK4
1pdq,2003,P26017,POLYCOMB PROTEIN,1.76,5.3,Kd=5uM,18-mer
1okv,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.40,6.17,IC50=0.68uM,6-mer
1nvq,2003,O14757,SERINE/THREONINE-PROTEIN KINASE CHK1,2.00,8.25,Ki=5.6nM,UCN
1nvr,2003,O14757,SERINE/THREONINE-PROTEIN KINASE CHK1,1.80,8.11,Ki=7.8nM,STU
1nvs,2003,O14757,SERINE/THREONINE-PROTEIN KINASE CHK1,1.80,7.82,Ki=15nM,UCM
1rgj,2003,P60615,LONG NEUROTOXIN 1,NMR,8.31,IC50=4.9nM,13-mer
1ol2,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.60,6.28,IC50=0.53uM,6-mer
1h24,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.50,6.3,Kd=0.5uM,9-mer
1h27,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.20,5.6,Kd=2.5uM,11-mer
1oqp,2003,P05434,CALTRACTIN,NMR,7.3,Kd=50nM,19-mer
1obx,2003,O00560,SYNTENIN 1,1.35,5.72,Kd=1.9uM,8-mer
1mv0,2003,P01106,MYC PROTO-ONCOGENE PROTEIN,NMR,4.03,Kd=0.0933mM,14-mer
1ogu,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.60,7.47,IC50=0.034uM,ST8
1oir,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.91,7.49,IC50=0.032uM,HDY
1pf8,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.51,7.51,Ki=0.031uM,SU9
1p2a,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.50,7.92,IC50=12nM,5BN
1oit,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.60,8.52,IC50<0.003uM,HDT
1iy7,2003,P00730,CARBOXYPEPTIDASE A,2.00,6.19,Ki=0.64uM,CXA
1i5r,2003,P14061,TYPE 1 17 BETA-HYDROXYSTEROID DEHYDROGENASE,1.60,8.52,Ki=3.0nM,HYC
1jwu,2003,P01903,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN,2.30,5.34,Kd=4.6uM,13-mer
1jws,2003,P01903,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN,2.60,4.85,Kd=14uM,13-mer
1h28,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.80,6.52,Kd=0.3uM,11-mer
1oiq,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.31,5.54,IC50=2.9uM,HDU
1h26,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.24,5.54,Kd=2.9uM,11-mer
1h07,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.85,5.52,IC50=3uM,MFP/MFQ
1os0,2003,P00800,THERMOLYSIN,2.10,6.03,Ki=0.93uM,0PQ
1m13,2003,O75469,ORPHAN NUCLEAR RECEPTOR PXR,2.15,7.57,Kd=27nM,HYF
1oai,2003,Q9UBU9,NUCLEAR RNA EXPORT FACTOR,1.00,5.0,Kd=10uM,9-mer
1od8,2003,P26514,"ENDO-1,4-BETA-XYLANASE A",1.05,5.1,Ki=8uM,XDL-XYP
1uj0,2003,O88811,SIGNAL TRANSDUCING ADAPTOR MOLECULE (SH3 DOMAIN),1.70,4.57,Kd=27uM,11-mer
1oeb,2003,O89100,GRB2-RELATED ADAPTOR PROTEIN 2,1.76,6.93,Kd=0.118uM,13-mer
1h3h,2003,O89100,GRB2-RELATED ADAPTOR PROTEIN 2,NMR,6.66,Kd=220nM,11-mer
1ofz,2003,P18891,FUCOSE-SPECIFIC LECTIN,1.50,4.62,Kd=24.1uM,FUL
1nw5,2003,P14751,MODIFICATION METHYLASE RSRI,2.05,5.21,Kd=6.1uM,SAM
1nw7,2003,P14751,MODIFICATION METHYLASE RSRI,2.10,5.09,Kd=8.1uM,SAH
1j19,2003,P26043,RADIXIN,2.40,7.79,Kd=16.4nM,16-mer
1h00,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.60,4.42,IC50=38uM,FCP/FAP
1h08,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.80,4.55,IC50=28uM,BYP
1pmx,2003,P05019,INSULIN-LIKE GROWTH FACTOR IB,NMR,5.14,IC50=7.2uM,16-mer
1h01,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.79,4.66,IC50=22uM,FAL
1ol1,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.90,4.68,IC50=21uM,6-mer
1urc,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.60,4.72,IC50=19.2uM,6-mer
1pxi,2003,P24941,CELL DIVISION PROTEIN KINASE 2,1.95,4.77,IC50=17uM,CK1
1qx1,2003,Q24451,ALPHA-MANNOSIDASE II,1.30,2.12,Ki=7.5mM,FMF
1ps3,2003,Q24451,ALPHA-MANNOSIDASE II,1.80,2.28,Ki=5.2mM,KIF
1p5e,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.22,4.81,IC50=15.6uM,TBS
1h0w,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.10,4.89,IC50=13uM,207
1qwu,2003,Q24451,ALPHA-MANNOSIDASE II,2.03,3.22,Ki=0.6mM,GUL
1pxj,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.30,4.89,IC50=13uM,CK2
1okw,2003,P24941,CELL DIVISION PROTEIN KINASE 2,2.50,5.25,IC50=5.6uM,7-mer
1jwm,2003,P01903,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN,2.70,3.57,Kd=270uM,13-mer
1q6j,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.20,7.8,IC50=0.016uM,335
1mau,2003,P00953,TRYPTOPHANYL-TRNA LIGASE,2.15,11.3,Kd=5pM,ATP
1msn,2003,P03367,HIV-1 PROTEASE,2.00,9.09,Kd=0.81nM,JE2
1n3w,2003,P02928,MALTOSE-BINDING PERIPLASMIC PROTEIN,2.60,6.96,Kd=110nM,MAL
1m2r,2003,P28523,"CASEIN KINASE II, ALPHA SUBUNIT",1.70,6.46,Ki=0.35uM,MNY
1m2p,2003,P28523,"CASEIN KINASE II, ALPHA SUBUNIT",2.00,6.11,Ki=0.78uM,HNA
1m2q,2003,P28523,"CASEIN KINASE II, ALPHA SUBUNIT",1.79,6.1,Ki=0.80uM,MNX
1msm,2003,P03367,HIV-1 PROTEASE,2.00,10.48,Kd=33pM,JE2
1mrw,2003,P03367,HIV-1 PROTEASE,2.00,9.7,Kd=0.2nM,K57
1pb9,2003,P35439,N-METHYL-D-ASPARTATE RECEPTOR SUBUNIT 1,1.60,3.62,Ki=241uM,4AX
1pb8,2003,P35439,N-METHYL-D-ASPARTATE RECEPTOR SUBUNIT 1,1.45,5.15,Ki=7.02uM,DSN
1pbq,2003,P35439,N-METHYL-D-ASPARTATE RECEPTOR SUBUNIT 1,1.90,6.27,Ki=0.54uM,DK1
1gwv,2003,P14769,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE",2.50,2.57,Kd=2.68mM,LAT
1gww,2003,P14769,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE",1.80,3.59,Kd=0.258mM,UDP
1g3m,2003,P49888,ESTROGEN SULFOTRANSFERASE,1.70,10.0,IC50=0.10nM,PCQ
1npw,2003,P03368,POL POLYPROTEIN,2.00,8.7,IC50=2.0nM,LGZ
1gx4,2003,P14769,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE",1.46,4.28,Kd=53uM,UDP
1o7o,2003,P14769,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE",1.97,4.49,Kd=0.032mM,UDP
1lvu,2003,P55859,PURINE NUCLEOSIDE PHOSPHORYLASE,2.05,5.32,Kd=4.8uM,9PP
1lv8,2003,P55859,PURINE NUCLEOSIDE PHOSPHORYLASE,2.30,5.46,Kd=3.5uM,9PP
1n7j,2003,P11086,PHENYLETHANOLAMINE N-METHYLTRANSFERASE,2.70,6.43,Ki=0.37uM,IDI
1n7i,2003,P11086,PHENYLETHANOLAMINE N-METHYLTRANSFERASE,2.80,6.59,Ki=0.26uM,LY1
1lzq,2003,P03367,HIV-1 PROTEASE,2.20,8.39,Ki=4.1nM,0ZQ
1pxh,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.15,8.74,Ki=1.8nM,SNA
1q6p,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.30,8.52,IC50=3nM,213
1q6t,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.30,8.3,IC50=5nM,600
1q6s,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.20,7.92,IC50=12nM,214
1gx0,2003,P14769,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE",1.80,4.22,Kd=0.060mM,UDP
1k27,2003,Q13126,5'-DEOXY-5'-METHYLTHIOADENOSINE PHOSPHORYLASE,1.95,9.0,Ki=1.0nM,MTM
1mpl,2003,P15555,D-ALANYL-D-ALANINE CARBOXYPEPTIDASE,1.12,3.77,Ki=0.17mM,RE1
1ox9,2003,P25663,STRINGENT STARVATION PROTEIN B,2.90,5.21,Kd=6.16uM,11-mer
1mrx,2003,P03367,HIV-1 PROTEASE,2.00,7.26,Kd=55nM,K57
1pq3,2003,P78540,"ARGINASE-2, MITOCHONDRIAL PRECURSOR",2.70,7.52,Ki=30nM,S2C
1ocq,2003,O85465,ENDOGLUCANASE 5A,1.08,5.19,Ki=6.5uM,IFM-BGC
1ny2,2003,P00734,THROMBIN,2.30,2.76,Ki=1.75mM,5-mer
1o2g,2003,P00734,THROMBIN,1.58,6.12,Ki=0.76uM,696
1oyt,2003,P00734,THROMBIN,1.67,7.24,Ki=0.057uM,FSN
1p2g,2003,P00489,GLYCOGEN PHOSPHORYLASE,2.30,2.13,Ki=7.4mM,8-mer
1no9,2003,P00734,THROMBIN ALPHA,1.90,7.62,Ki=24nM,4ND
1nzq,2003,P00734,THROMBIN LIGHT CHAIN,2.18,7.96,IC50=11nM,162
1o0d,2003,P00734,THROMBIN LIGHT CHAIN,2.44,8.21,IC50=6.2nM,163
1nt1,2003,P00734,THROMBIN,2.00,8.89,Ki=1.3nM,T76
1nm6,2003,P00734,THROMBIN,1.80,10.05,Ki=0.09nM,L86
1pa9,2003,P15273,PROTEIN-TYROSINE PHOSPHATASE YOPH,2.00,4.6,Ki=25uM,CSN
1q9d,2003,P00636,"FRUCTOSE-1,6-BISPHOSPHATASE",2.35,4.6,Kd=25uM,OI1
1oba,2003,P15057,LYSOZYME,2.45,2.44,Kd=3.6mM,CHT
1n7t,2003,Q96RT1,99-MER PEPTIDE OF DENSIN-180-LIKE PROTEIN,NMR,6.82,IC50=0.15uM,7-mer
1mfg,2003,Q96RT1,ERB-B2 INTERACTING PROTEIN,1.25,4.3,Kd=50uM,9-mer
1i3z,2003,O35324,EWS/FLI1 ACTIVATED TRANSCRIPT 2,2.15,6.88,Kd=131nM,14-mer
1nyx,2003,P37231,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,2.65,7.04,IC50=0.092uM,DRF
1nu8,2003,P27487,DIPEPTIDYL PEPTIDASE 4,2.50,5.42,Kd=3.8uM,3-mer
1r17,2003,Q9KI13,FIBRINOGEN-BINDING PROTEIN SDRG,1.86,6.42,Kd=379nM,16-mer
1usi,2003,P04816,LEUCINE-SPECIFIC BINDING PROTEIN,1.80,6.74,Kd=0.18uM,PHE
1usk,2003,P04816,LEUCINE-SPECIFIC BINDING PROTEIN,2.00,6.4,Kd=0.40uM,LEU
1n4m,2003,Q14209,RETINOBLASTOMA POCKET,2.20,6.72,Kd=0.19uM,18-mer
1o9k,2003,P06400,RETINOBLASTOMA-ASSOCIATED PROTEIN,2.60,6.47,Kd=0.34uM,18-mer
1maw,2003,P00953,TRYPTOPHANYL-TRNA LIGASE,3.00,1.1,Kd=80mM,ATP
1ogd,2003,P36946,HIGH AFFINITY RIBOSE TRANSPORT PROTEIN RBSD,1.95,3.03,Kd=0.93mM,RIP
1no6,2003,P18031,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",2.40,4.41,Ki=39uM,794
